ID;Position;ParentID;Type;Key;Title;Description;ReleasePolicy;Datatype;Unit;Decimals;Default
273;210;272;Topic;AfstandTotHuisartsenpraktijk_209;Afstand tot huisartsenpraktijk;"De gemiddelde afstand berekend over de weg van alle inwoners in een gebied tot de dichtstbijzijnde huisartsenpraktijk.
Een huisartsenpraktijk is een pand of ruimte waarin een of meer huisartsen (samen) werken.";;Double;km;1;Impossible
274;211;272;Topic;AantalHuisartsenpraktijkenBinnen3Km_210;Aantal huisartsenpraktijken binnen 3 km;"Het gemiddeld aantal huisartsenpraktijken binnen 3 km over de weg voor alle inwoners van een gebied.
Een huisartsenpraktijk is een pand of ruimte waarin een of meer huisartsen (samen) werken.";;Double;aantal;1;Impossible
275;212;272;Topic;AfstandTotHuisartsenpost_211;Afstand tot huisartsenpost;"De gemiddelde afstand berekend over de weg van alle inwoners in een gebied tot de dichtstbijzijnde huisartsenpost.
Een huisartsenpost is een plaats waar huisartsen uit de regio de avond-, nacht- en weekenddiensten verzorgen.
Voor een aantal huisartsenposten geldt een wisseldienst.
.
De afstand van een woonadres tot een van de huisartsenposten in een cluster van wisseldiensten is het gemiddelde van de afstanden tot alle huisartsenposten binnen dat cluster.";;Double;km;1;Impossible
276;213;272;Topic;AfstandTotZiekenhuis_212;Afstand tot ziekenhuis;"De gemiddelde afstand berekend over de weg van alle inwoners in een gebied tot het dichtstbijzijnde ziekenhuis.
.
Een ziekenhuis is een instelling voor onderzoek, behandeling en verpleging van zieken. Er kunnen patiënten voor meer dan 24 uur opgenomen worden en er kunnen grote operaties worden uitgevoerd.
Buitenpoliklinieken blijven buiten beschouwing. Onder een buitenpolikliniek wordt een locatie van een ziekenhuis verstaan waar niet bedlegerige patiënten worden behandeld of gecontroleerd.
Patiënten worden er niet voor meer dan 24 uur opgenomen en er worden geen grote operaties uitgevoerd.";;Double;km;1;Impossible
277;214;272;Topic;AantalZiekenhuizenBinnen20Km_213;Aantal ziekenhuizen binnen 20 km;"Het gemiddeld aantal ziekenhuizen binnen 20 km over de weg voor alle inwoners van een gebied.
.
Een ziekenhuis is een instelling voor onderzoek, behandeling en verpleging van zieken. Er kunnen patiënten voor meer dan 24 uur opgenomen worden en er kunnen grote operaties worden uitgevoerd.
Buitenpoliklinieken blijven buiten beschouwing. Onder een buitenpolikliniek wordt een locatie van een ziekenhuis verstaan waar niet bedlegerige patiënten worden behandeld of gecontroleerd.
Patiënten worden er niet voor meer dan 24 uur opgenomen en er worden geen grote operaties uitgevoerd.";;Double;aantal;1;Impossible
278;;271;TopicGroup;;Kinderopvang;;;;;;
279;215;278;Topic;AfstandTotKinderdagverblijf_214;Afstand tot kinderdagverblijf;"De gemiddelde afstand berekend over de weg van alle inwoners in een gebied tot het dichtstbijzijnde kinderdagverblijf.
.
Een kinderdagverblijf is een plaats waar kinderen van 0 tot 4 jaar gedurende één of meer dagdelen per week het hele jaar door worden opgevangen.
Er kan voor meer dan 5 uur per dag van het kinderdagverblijf gebruik gemaakt worden en voor maximaal 10 dagdelen per week.";;Double;km;1;Impossible
280;216;278;Topic;AantalKinderdagverblijvenBinnen3Km_215;Aantal kinderdagverblijven binnen 3 km;Het gemiddeld aantal kinderdagverblijven binnen 3 km over de weg voor alle inwoners van een gebied.;;Double;aantal;1;Impossible
281;;271;TopicGroup;;Onderwijs;;;;;;
282;217;281;Topic;AfstandTotSchoolBasisonderwijs_216;Afstand tot school basisonderwijs;"De gemiddelde afstand berekend over de weg van alle inwoners in een gebied tot de dichtstbijzijnde school voor basisonderwijs.
.
Het basisonderwijs omvat naast de reguliere basisscholen ook de scholen voor kinderen van mensen zonder vaste woon- of verblijfplaats,
de zogenaamde rijdende scholen en de ligplaatsscholen voor varende kleuters. Het speciaal basisonderwijs en de speciale scholen zijn niet meegenomen.";;Double;km;1;Impossible
283;218;281;Topic;AantalBasisonderwijsscholenBinnen3Km_217;Aantal basisonderwijsscholen binnen 3 km;"Het gemiddeld aantal scholen (vestigingen) voor basisonderwijs binnen 3 km over de weg voor alle inwoners van een gebied.
.
Het basisonderwijs omvat naast de reguliere basisscholen ook de scholen voor kinderen van mensen zonder vaste woon- of verblijfplaats, de zogenaamde rijdende scholen en de ligplaatsscholen voor varende kleuters. 
Het speciaal basisonderwijs en de speciale scholen zijn niet meegenomen";;Double;aantal;1;Impossible
284;219;281;Topic;AfstandTotSchoolVmbo_218;Afstand tot school vmbo;De gemiddelde afstand berekend over de weg van alle inwoners in een gebied tot de dichtstbijzijnde school (vestiging) voor voorbereidend middelbaar beroepsonderwijs waar leerlingen door de overheid bekostigd voltijd onderwijs kunnen volgen.;;Double;km;1;Impossible
285;220;281;Topic;AantalScholenVmboBinnen5Km_219;Aantal scholen vmbo binnen 5 km;"Het gemiddeld aantal scholen voor voorbereidend middelbaar beroepsonderwijs binnen 5 km over de weg voor alle inwoners van een gebied.
.
Het betreft het voorbereidend middelbaar beroepsonderwijs waar leerlingen door de overheid bekostigd voltijd onderwijs kunnen volgen.";;Double;aantal;1;Impossible
286;221;281;Topic;AfstandTotSchoolHavoVwo_220;Afstand tot school havo/vwo;De gemiddelde afstand berekend over de weg van alle inwoners in een gebied tot de dichtstbijzijnde school voor hoger algemeen voortgezet onderwijs of voorbereidend wetenschappelijk onderwijs waar leerlingen door de overheid bekostigd onderwijs kunnen volgen.;;Double;km;1;Impossible
287;222;281;Topic;AantalScholenHavoVwoBinnen5Km_221;Aantal scholen havo/vwo binnen 5 km;"Het gemiddeld aantal scholen voor hoger algemeen voortgezet onderwijs of voorbereidend wetenschappelijk onderwijs binnen 5 km over de weg voor alle inwoners van een gebied. 
.
Het betreft het hoger algemeen voortgezet onderwijs of voorbereidend wetenschappelijk onderwijs waar leerlingen door de overheid bekostigd onderwijs kunnen volgen.";;Double;aantal;1;Impossible
288;;271;TopicGroup;;Detailhandel;;;;;;
289;223;288;Topic;AfstandTotGroteSupermarkt_222;Afstand tot grote supermarkt;"De gemiddelde afstand berekend over de weg van alle inwoners in een gebied tot de dichtstbijzijnde grote supermarkt.
.
Een grote supermarkt is een winkel met verschillende soorten dagelijkse artikelen en met een minimale oppervlakte van 150 m2.";;Double;km;1;Impossible
290;224;288;Topic;AantalGroteSupermarktenBinnen3Km_223;Aantal grote supermarkten binnen 3 km;"Het gemiddeld aantal grote supermarkten binnen 3 km over de weg voor alle inwoners van een gebied.
.
Een grote supermarkt is een winkel met verschillende soorten dagelijkse artikelen en met een minimale oppervlakte van 150 m2.";;Double;aantal;1;Impossible
291;;271;TopicGroup;;Horeca;;;;;;
292;225;291;Topic;AfstandTotRestaurant_224;Afstand tot restaurant;De gemiddelde afstand berekend over de weg van alle inwoners in een gebied tot het dichtstbijzijnde restaurant.;;Double;km;1;Impossible
293;226;291;Topic;AantalRestaurantsBinnen3Km_225;Aantal restaurants binnen 3 km;Het gemiddeld aantal restaurants binnen 3 km over de weg voor alle inwoners van een gebied.;;Double;aantal;1;Impossible
294;;271;TopicGroup;;Vrije tijd en cultuur;;;;;;
295;227;294;Topic;AfstandTotBibliotheek_226;Afstand tot bibliotheek;"De gemiddelde afstand berekend over de weg van alle inwoners in een gebied tot de dichtstbijzijnde bibliotheek.
.
Het betreft bibliotheken en hun vestigingen zoals deze zijn opgenomen in de publicatie van de Vereniging van Openbare Bibliotheken. 
Mobiele vestigingen zoals bibliobussen zijn buiten beschouwing gebleven.";;Double;km;1;Impossible
296;228;294;Topic;AfstandTotBioscoop_227;Afstand tot bioscoop;De gemiddelde afstand berekend over de weg van alle inwoners in een gebied tot de dichtstbijzijnde bioscoop.;;Double;km;1;Impossible
297;229;294;Topic;AantalBioscopenBinnen10Km_228;Aantal bioscopen binnen 10 km;Het gemiddeld aantal bioscopen binnen 10 km over de weg voor alle inwoners van een gebied.;;Double;aantal;1;Impossible
298;230;294;Topic;AfstandTotZwembad_229;Afstand tot zwembad;De gemiddelde afstand berekend over de weg van alle inwoners in een gebied tot het dichtstbijzijnde zwembad.;;Double;km;1;Impossible
299;231;294;Topic;AfstandTotSportterrein_230;Afstand tot sportterrein;"De gemiddelde afstand berekend over de weg van alle inwoners in een gebied tot het dichtstbijzijnde sportterrein.
.
Terrein in gebruik voor sportactiviteiten, zoals sportveld, sporthal, zwembad, kunstijsbaan, motorcrossbaan en bos in het sportterrein, inclusief bijbehorende parkeerplaatsen en tribunes. 
Het terrein heeft een omvang van minimaal 0,5 hectare.";;Double;km;1;Impossible
300;;271;TopicGroup;;Groenvoorzieningen;;;;;;
301;232;300;Topic;AfstandTotOpenbaarGroen_231;Afstand tot openbaar groen;"De gemiddelde afstand berekend over de weg van alle inwoners in een gebied tot het dichtstbijzijnde openbaar groen.
.
Terrein in gebruik als park of plantsoen, voor dagrecreatie, natuur of als bos. Het terrein kan zowel privaat als publiek toegankelijk zijn en heeft een omvang van minimaal één hectare.";;Double;km;1;Impossible
302;;271;TopicGroup;;Verkeer en vervoer;;;;;;
303;233;302;Topic;AfstandTotOpritHoofdverkeersweg_232;Afstand tot oprit hoofdverkeersweg;"De gemiddelde afstand berekend over de weg van alle inwoners in een gebied tot de dichtstbijzijnde oprit van een rijks- of provinciale weg.
.
Als uitgangspunt voor een oprit als toegang tot een rijks- of provinciale weg is het Nationale Wegenbestand (een product van Rijkswaterstaat van het Ministerie van Verkeer en Waterstaat) gebruikt.";;Double;km;1;Impossible
304;234;302;Topic;AfstandTotTreinstation_233;Afstand tot treinstation;De gemiddelde afstand berekend over de weg van alle inwoners in een gebied tot het dichtstbijzijnde treinstation.;;Double;km;1;Impossible
305;;;TopicGroup;;Milieu en bodemgebruik;;;;;;
306;;305;TopicGroup;;Afval van huishoudens;"Afval dat door of in opdracht van de gemeenten bij huishoudens is ingezameld. Daarnaast zijn ook de hoeveelheden textiel en oud papier en karton, die door scholen, verenigingen en liefdadigheidsorganisaties zijn ingezameld, in de cijfers inbegrepen. 
Omdat het afval van kleine winkels en dergelijk vaak tegelijk met het afval van huishoudens wordt ingezameld, zal een (klein) deel niet afkomstig zijn van huishoudens.
.
Reinigingsdienstenafval blijft buiten beschouwing. Hieronder worden afvalstoffen verstaan die vrijkomen bij activiteiten van de gemeenten zelf, zoals veegafval en groenafval uit plantsoenen en parken.
.
Ook blijft buiten beschouwing het overig afval dat door of in opdracht van de gemeenten, via aparte inzamelroutes, ingezameld wordt bij bedrijven, winkels en dergelijke. Het betreft voornamelijk de inzameling van kantoor-, winkel- en dienstenafval.
.
Van een klein deel van de gemeenten zijn geen cijfers beschikbaar of ontbreken cijfers over één of meer soorten afval. Als de gegevens van een of meer afvalcomponenten ontbreken, is er voor gekozen om bijgeschatte gegevens te gebruiken bij het bepalen van de totale hoeveelheid afval.
Dit is echter alleen gedaan wanneer de hoeveelheden van de soorten afval waarvan de gegevens ontbreken, relatief klein zijn.
.
Wanneer een aantal gemeenten een gezamenlijke milieustraat beheren of als gemeenten het afval laten inzamelen door een gemeenschappelijke regeling, zijn hierdoor niet altijd cijfers per individuele gemeente beschikbaar.
In deze gevallen wordt de totale hoeveelheid ingezameld afval op basis van het aantal inwoners over de gemeenten verdeeld.
Een gemeenschappelijke regeling is een samenwerkingsverband tussen meerdere gemeenten. Zij zamelt het huishoudelijk afval in van alle aan de regeling deelnemende gemeenten.
.
De cijfers van Nederland, de landsdelen en de provincies zijn afgerond.";;;;;
307;235;306;Topic;TotaalHuishoudelijkAfval_234;Totaal huishoudelijk afval;;;Double;1 000 kg;0;Impossible
308;236;306;Topic;HuishoudelijkRestafval_235;Huishoudelijk restafval;Niet gescheiden ingezameld huishoudelijk afval.;;Double;1 000 kg;0;Impossible
309;237;306;Topic;GrofHuishoudelijkRestafval_236;Grof huishoudelijk restafval;Niet gescheiden ingezameld restafval dat te groot of te zwaar is om op dezelfde wijze als het huishoudelijk restafval te worden aangeboden.;;Double;1 000 kg;0;Impossible
310;238;306;Topic;GftAfval_237;Gft-afval;Groente-, fruit- en tuinafval.;;Double;1 000 kg;0;Impossible
311;239;306;Topic;OudPapierEnKarton_238;Oud papier en karton;Oud papier en karton, waaronder datgene wat is ingezameld door verenigingen, scholen en dergelijke.;;Double;1 000 kg;0;Impossible
312;240;306;Topic;Verpakkingsglas_239;Verpakkingsglas;Eenmalig verpakkingsglas zoals flessen en potten.;;Double;1 000 kg;0;Impossible
313;241;306;Topic;Textiel_240;Textiel;Gebruikte kleding en ander textiel, waaronder datgene wat is ingezameld door verenigingen, scholen en liefdadigheidsorganisaties.;;Double;1 000 kg;0;Impossible
314;242;306;Topic;KleinChemischAfval_241;Klein chemisch afval;"Huishoudelijke afvalstoffen zoals opgenomen in de zogenaamde KCA-lijst.
Daaronder ook afgewerkte olie en accu's.";;Double;1 000 kg;0;Impossible
315;243;306;Topic;OverigHuishoudelijkAfval_242;Overig huishoudelijk afval;"- drankenkartons zoals melkpakken;
- kunststof verpakkingen zoals kunststofflacons, PET-flessen, kunststoffolies en kunststof bakjes;
- overige kunststoffen zoals tuinmeubels, speelgoed en PVC buizen;
- vloerbedekking van textiel;
- wit- en bruingoed zoals koel- en vriesapparatuur, televisies, audioapparatuur, computer- en communicatieapparatuur en kleine keukenapparaten;
- grof tuinafval zoals boomstronken, grote takken en snoeihout;
- vlakglas zoals ruiten en spiegels;
- metalen inclusief metalen verpakkingen zoals conservenblikken;
- houtafval zoals sloophout, houten meubels en ander resthout;
- schoon puin in de vorm van steenachtig materiaal zoals baksteen en beton;
- bruikbaar huisraad zoals meubilair dat voornamelijk wordt ingezameld door kringloopbedrijven;
- verbouwingsrestafval in de vorm van niet gescheiden ingezameld bouw- en sloopafval dat vrijkomt bij bouwen, slopen en verbouwingen door particuliere huishoudens.;
- asbest en asbesthoudend afval;
- overige afvalcomponenten zoals luiers, ander incontinentiemateriaal, gips en kadavers.";;Double;1 000 kg;0;Impossible
316;;305;TopicGroup;;Bodemgebruik;;;;;;
317;;316;TopicGroup;;Oppervlakte;"De gegevens over de totale oppervlakte volgens de regionale indelingen op 1 januari zijn berekend uit digitale bestanden van de gemeentegrenzen.
Met ingang van 2011 wordt het bestand Burgerlijke gemeentegrenzen van het Kadaster gebruikt als basis voor de gemeentegrenzen, in tegenstelling tot het bestand Topgrenzen, de gemeentegrenzen van de voormalige Topografische Dienst, wat in 2010 en voorgaande jaren is gebruikt.
Vanwege kleine grensverschillen tussen beide gemeentegrenzen-bestanden zullen daarom kleine afwijkingen in oppervlakte voor bijna alle gemeenten gerapporteerd worden, ook voor gemeenten waarvan de gemeentegrenzen niet officieel gewijzigd zijn.

De onderverdeling in land en water is berekend op grond van de meest recente gegevens afkomstig uit de statistiek van het Bodemgebruik (ook wel bodemstatistiek genoemd). Zo zijn de cijfers van: 
- 2009 en 2010 gebaseerd op de bodemstatistiek 2006;
- 2011 en 2012 op de bodemstatistiek 2008;
- 2013 tot en met 2015 op de bodemstatistiek 2010;
- 2016 en 2017 op de bodemstatistiek 2012;
- vanaf 2018 op de bodemstatistiek 2015.

Met de overgang naar de bodemstatistiek 2000 is een tweetal verbeteringen doorgevoerd:
1) de brongegevens uit de bodemstatistiek zijn geharmoniseerd met de digitale topografische kaartbladen van de Topografische Dienst Kadaster, schaal 1:10.000;
2) de categorie binnen- en buitenwater bevat alle in de topografische kaart, schaal 1:10.000, weergegeven watervlakken groter dan 1 ha. 
Water in delfstofwinning en vloei- en slibvelden wordt nu apart waargenomen en water in jachthavens wordt, in tegenstelling tot andere peiljaren, ingedeeld onder water met een recreatieve functie.

Naast oppervlaktecijfers van land en water volgens hier gehanteerde cijfers uit de statistiek van het Bodemgebruik worden ook in de publicatie 'Ruimtelijke maatstaven financiële verhoudingswet(Fvw)' cijfers over oppervlakten land en water gepubliceerd.
Deze publicatie bevat ruimtelijke peilgegevens ten behoeve van uitkeringen uit het Gemeentefonds. De oppervlaktecijfers kunnen licht afwijken van de oppervlaktecijfers van de statistiek van het Bodemgebruik.
Het verschil wordt veroorzaakt omdat bodemstatistiekcijfers een integrale beschrijving geven voor Nederland van een enkel peiljaar. Deze peiljaren volgen om de drie of vier jaar. Hierbij wordt het materiaal uit een ouder jaar ieder jaar herberekend naar de meest recente gemeentelijke indeling.
Voor de Fvw-cijfers daarentegen, worden de meest recente topografische kaartbladen 1:10 000 van de Topografische Dienst Kadaster gehanteerd volgens de omschrijving van de desbetreffende hoofdgroepen van de statistiek van het bodemgebruik. Jaarlijks wordt ongeveer 25% van de oppervlakte van Nederland door de Topografische Dienst Kadaster geactualiseerd.
Cijfers uit de publicatie 'Ruimtelijke maatstaven Fvw' kunnen daarom ieder jaar verschillen door de vernieuwing van een kwart van het oppervlak van Nederland.

De onderverdeling van de categorie 'water totaal' in binnen- en buitenwater is beschikbaar vanaf het jaar 2000.";;;;;
318;244;317;Topic;TotaleOppervlakte_243;Totale oppervlakte;Totale oppervlakte land en water.;;Double;km²;2;Impossible
319;245;317;Topic;Land_244;Land;"Totale oppervlakte land.
Binnenwater smaller dan 6 meter, kwelders, schorren, moerassen, rietlanden en dergelijke zijn tot land gerekend.";;Double;km²;2;Impossible
320;;317;TopicGroup;;Water;"Totale oppervlakte binnen- en buitenwater.
Binnenwater smaller dan 6 meter, kwelders, schorren, moerassen, rietlanden en dergelijke zijn tot land gerekend.";;;;;
321;246;320;Topic;WaterTotaal_245;Water totaal;Totale oppervlakte binnen- en buitenwater.;;Double;km²;2;Impossible
322;247;320;Topic;Binnenwater_246;Binnenwater;Totale oppervlakte van inlandig water in gebruik als vaarweg, recreatiewater, delfstofwinplaats, vloei- en/of slibveld, alsmede spaarbekkens.;;Double;km²;2;Impossible
323;248;320;Topic;Buitenwater_247;Buitenwater;Totale oppervlakte van water onderhevig aan getijden.;;Double;km²;2;Impossible
324;249;316;Topic;Omgevingsadressendichtheid_248;Omgevingsadressendichtheid;"De omgevingsadressendichtheid (OAD) van een gebied wordt bepaald door eerst voor ieder verblijfsobject het aantal verblijfsobjecten vast te stellen binnen een cirkel met een straal van één kilometer rondom een verblijfsobject, gedeeld door de oppervlakte van de cirkel. 
Daarna is het gemiddelde berekend van de OAD van alle afzonderlijke verblijfsobjecten binnen het beschouwde gebied (bijvoorbeeld een gemeente of provincie). De OAD wordt uitgedrukt in verblijfsobjecten per km² en beoogt de mate van concentratie van menselijke activiteiten (zoals wonen, werken, schoolgaan, winkelen en uitgaan) weer te geven.

De cijfers van de OAD in deze publicatie komen vanaf 2018 overeen met de definitieve OAD in de publicatie Maatstaven ruimtelijke gegevens Financiële verhoudingswet (Fvw).
Tot en met 2017 werd de OAD berekend zonder gegevens over de nieuwe adressen van het betreffende kalenderjaar en wijkt daarom tot en met 2017 af van de Maatstaven-tabel.

Vanaf 2015 is gebruik gemaakt van de Basisregistraties Adressen en Gebouwen (BAG) als bron voor de OAD. Hiervoor werd het Geografisch Basisregister (GBR) als bron gebruikt. Deze bronwijziging veroorzaakt een trendbreuk in de cijfers ten opzichte van 2014. De veranderingen die te maken hebben met deze bronwijziging betreffen onder andere:
- De objecten zijn nu grondslag en niet de adressen. De BAG bevat vaak meer objecten dan er voorheen adressen waren;
- Van alle objecten is nu direct al de exacte geografische locatie bekend. Voorheen was die van een groot aantal nieuwe adressen nog niet bekend;
- Veel gemeenten voeren nu alle recreatiewoningen op. Wanneer deze dicht bij de kern liggen verhogen ze de OAD.

Er is geen bovengemeentelijke OAD voor de jaren 1995, 1996, 1997 en 1999.
";;Double;per km²;0;Impossible
